course,lo,level,justification,complexity,cognitive_category,department
Robotics: Dynamics and Control,CO-2 Describe the kinematics and dynamics of rigid body systems - serial manipulator.,Understand,"Similar to CO-1, 'Describe' indicates an understanding of kinematics and dynamics, focusing on explanation rather than application or creation.",2,Lower-Order Thinking,Other
Robotics: Dynamics and Control,CO-3 Formulate and analyze the forward and inverse model using analytical and numerical methods.,Analyze,"The verbs 'Formulate' and 'analyze' directly relate to breaking down and examining the forward and inverse models, fitting the 'Analyze' level.",4,Higher-Order Thinking,Other
Robotics: Dynamics and Control,CO-4 Develop software programs to generate trajectory and control the robot to track the commanded trajectory.,Apply,"The verb 'Develop' implies using knowledge to create something new (software programs), which aligns with the 'Apply' level.",3,Higher-Order Thinking,Other
Robotics: Dynamics and Control,CO-5 Apply the learned robot model for joint space control and end-effector control of the manipulator and analyze them.,Analyze,"The verb 'Analyze' combined with 'Apply' suggests using the model and then breaking down the results for understanding, fitting the 'Analyze' level.",4,Higher-Order Thinking,Other
Science I,"CO-1: Analyze the aims, methodology of science and technology, and their impact on society",Analyze,"The verb 'Analyze' directly indicates breaking down information into component parts and examining relationships, which aligns with the Analyze level of Bloom's Taxonomy.",4,Higher-Order Thinking,Other
Science I,CO-2: Explain Special Theory of Relativity and compute its consequences for typical scenarios of relevance,Apply,"The verbs 'Explain' and 'compute' suggest using knowledge in a practical way, specifically applying the theory to scenarios, fitting the Apply level.",3,Higher-Order Thinking,Other
Science I,"CO-3: Demonstrate familiarity with Lagrangian and Hamiltonian formulations of mechanics, by formulating the equations of motion from basic principles for mechanical systems",Apply,"The verb 'Demonstrate' and 'formulating' indicate the ability to use learned concepts (Lagrangian and Hamiltonian formulations) to solve problems, aligning with the Apply level.",3,Higher-Order Thinking,Other
Science I,CO-4: Explain connections between thermodynamics and statistical mechanics and their use in modern chemical computations,Understand,"The verb 'Explain' suggests interpreting and clarifying relationships between concepts, which falls under the Understand level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Science I,C0-5: Infer the stability of molecules using the concepts of hybridization and molecular orbital theory,Analyze,"The verb 'Infer' implies drawing conclusions based on evidence and understanding relationships between concepts, aligning with the Analyze level.",4,Higher-Order Thinking,Other
Science I,CO-6: Recognize the role of symmetry in nature,Remember,"The verb 'Recognize' indicates recalling or identifying information, which is the lowest level of Bloom's Taxonomy – Remember.",1,Lower-Order Thinking,Other
Science I,CO-7: Demonstrate problem solving skills up to a level that allows application to research topic of their interest,Apply,"The verb 'Demonstrate' and 'problem solving' indicate the ability to use learned skills in a new context (research topic), fitting the Apply level.",3,Higher-Order Thinking,Other
Science Lab -I,"CO-1: Setup and perform optics experiments to measure properties of material like optical rotation, wavelength of monochromatic light etc",Apply,"The verbs 'setup' and 'perform' indicate using known procedures (experiments) to obtain measurements, which aligns with applying knowledge in a practical context.",3,Higher-Order Thinking,Other
Science Lab -I,"CO-2: Setup and perform chemistry experiments to measure properties like pH, concentration of chemicals and",Apply,"Similar to CO-1, 'setup' and 'perform' suggest applying established experimental procedures to measure chemical properties.",3,Higher-Order Thinking,Other
Science Lab -I,"CO-3: Perform physical measurements to measure properties like frequency of oscillator, young’s modulus etc",Apply,The verb 'perform' indicates the practical application of measurement techniques to determine physical properties.,3,Higher-Order Thinking,Other
Signal Detection and Estimation Theory,CO-1: Describe the various detection methods for detecting/classifying the deterministic/random signals with perfect or statistical knowledge of their parameters.,Understand,"The verb 'Describe' implies explaining and summarizing information about detection methods, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Electronics & Communication
Signal Detection and Estimation Theory,CO-2: Discuss the various estimation methods for estimating the parameters of linear and non-linear signal models in the presence of Gaussian and non-Gaussian noise.,Understand,"The verb 'Discuss' suggests explaining and interpreting estimation methods, fitting the 'Understand' level.",2,Lower-Order Thinking,Electronics & Communication
Signal Detection and Estimation Theory,CO-3: Analyze and design an optimal detector for a given false alarm rate to detect deterministic/random signals.,Analyze,"The verbs 'Analyze' and 'design' require breaking down information and creating a solution, which aligns with the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Signal Detection and Estimation Theory,"CO-4: Analyze and design a minimum variance unbiased estimator, if it exists, for estimating the parameters of a signal.",Analyze,"The verbs 'Analyze' and 'design' require breaking down information and creating a solution, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Signal Detection and Estimation Theory,CO-5: Implement and perform numerical analysis of the estimation and detection methods using Matlab.,Apply,"The verbs 'Implement' and 'perform' indicate using knowledge in a practical setting, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Electronics & Communication
Signal Detection and Estimation Theory,CO-6: Apply a suitable method for the estimation/detection problems in the diverse engineering fields.,Apply,"The verb 'Apply' indicates using learned methods in new situations, fitting the 'Apply' level.",3,Higher-Order Thinking,Electronics & Communication
Signal Processing,CO-1: Describe continuous-time and discrete-time signals using various representations,Understand,"The verb 'Describe' implies explaining and interpreting concepts related to signals, fitting the 'Understand' level.",2,Lower-Order Thinking,Electronics & Communication
Signal Processing,"CO-2: Apply various transforms including Fourier transform, DTFT, and Z transform to study signals and systems",Apply,The verb 'Apply' indicates using learned procedures (transforms) to solve problems (studying signals and systems).,3,Higher-Order Thinking,Electronics & Communication
Signal Processing,"CO-3: Apply sampling theorem to do analog-to-digital conversion of signals, perform ideal and non-ideal reconstruction of signal from its samples",Apply,The verbs 'Apply' and 'perform' indicate using the sampling theorem and reconstruction techniques in practical scenarios.,3,Higher-Order Thinking,Electronics & Communication
Signal Processing,CO-4: Examine computational complexity of efficient DFT implementations using FFT,Analyze,"The verb 'Examine' suggests breaking down the DFT implementations to understand their computational complexity, which aligns with the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Signal Processing,CO-5: Design digital filters with specified requirements to process signals,Create,"The verb 'Design' implies generating a new product (digital filter) based on given requirements, fitting the 'Create' level.",6,Higher-Order Thinking,Electronics & Communication
Signal Processing,CO-6: Analyze systems and real-world signals using signal processing tools in MATLAB software,Analyze,"The verb 'Analyze' directly indicates breaking down systems and signals to understand their properties, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Signal Processing,CO-7: Analyze a signal processing application or problem by reading research papers and performing simulations as part of the course project,Analyze,"The verb 'Analyze' indicates a deep examination of a problem, supported by research and simulation, fitting the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Software Quality Engineering,CO-1: Understand software quality concepts and gain skills necessary to design and analyze quality aspects of software systems,Understand,"The verb 'Understand' directly indicates comprehension of concepts, and 'design and analyze' suggests interpreting and applying knowledge.",2,Lower-Order Thinking,Computer Science & Engineering
Software Quality Engineering,CO-2: Apply various measurement techniques to re-engineer software systems,Apply,The verb 'Apply' clearly indicates using learned techniques in a practical situation – re-engineering software systems.,3,Higher-Order Thinking,Computer Science & Engineering
Software Quality Engineering,CO-3: Apply specialized knowledge to identify open research problems and disseminate state-of-the art in software quality engineering research.,Apply,"The verb 'Apply' indicates using specialized knowledge, and 'identify' suggests using that knowledge in a new context.",3,Higher-Order Thinking,Computer Science & Engineering
Software Quality Engineering,CO-4: Critique the quality of published research papers with well-known assessment criteria,Evaluate,The verb 'Critique' directly implies making judgments based on established criteria.,5,Higher-Order Thinking,Computer Science & Engineering
Software Quality Engineering,CO-5: Synthesize novel solutions to open research problems in software quality engineering by following well-established principles of software engineering research. 3.,Create,"The verb 'Synthesize' indicates generating new solutions, which is the highest level of Bloom's Taxonomy.",6,Higher-Order Thinking,Computer Science & Engineering
Software Systems Development,The aim of this course is to 1. Make students to have working knowledge of tools and technologies to build software systems.,Understand,"The verb 'have knowledge' implies comprehension and understanding of tools and technologies, rather than simply remembering them.",2,Lower-Order Thinking,Computer Science & Engineering
Software Systems Development,2. They can analyze and evaluate the ideas to develop the applications.,Evaluate,"The verbs 'analyze' and 'evaluate' directly correspond to the evaluation level of Bloom's Taxonomy, involving judgment and critical thinking.",5,Higher-Order Thinking,Computer Science & Engineering
Software Systems Development,3. Comfortable enough to work with various Unix-like computing environments.,Apply,"Being 'comfortable' implies the ability to use Unix-like environments, which is applying knowledge in a practical setting.",3,Higher-Order Thinking,Computer Science & Engineering
Software Systems Development,4. Able to write simple to complex scripts/programs.,Apply,The verb 'write' indicates the application of programming knowledge to create scripts and programs.,3,Higher-Order Thinking,Computer Science & Engineering
Software Systems Development,5. In a position to build small to medium sized software applications using various tools and technologies to automate tasks/solve problems.,Apply,"The phrase 'build applications' suggests applying knowledge and skills to create software, fitting the Apply level.",3,Higher-Order Thinking,Computer Science & Engineering
Software Systems Development,6. Students will be able to extend the existing applications/software’s to add more functionalities.,Apply,"The verb 'extend' implies applying existing knowledge to modify and improve software, which is a form of application.",3,Higher-Order Thinking,Computer Science & Engineering
Spatial Informatics,CO-1: Describe how Spatial Data Science helps uncover patterns,Understand,"The verb 'Describe' implies explaining the concepts of how Spatial Data Science reveals patterns, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
Spatial Informatics,CO-2: Apply Geospatial techniques to Prepare the data for analysis,Apply,"The verb 'Apply' directly indicates using learned techniques (Geospatial techniques) in a practical situation (data preparation), fitting the 'Apply' level.",3,Higher-Order Thinking,Other
Spatial Informatics,CO-3: Analyze the spatial and temporal data and interpret its outcomes,Analyze,"The verb 'Analyze' and 'interpret' indicate breaking down data into components and understanding relationships, which is central to the 'Analyze' level.",4,Higher-Order Thinking,Other
Spatial Informatics,CO-4: Assessment of application of Spatial data science in key domain areas,Evaluate,"The verb 'Assessment' implies making judgments about the application of Spatial Data Science, aligning with the 'Evaluate' level.",5,Higher-Order Thinking,Other
Spatial Informatics,CO-5: Design research projects that helps synthesize the learning into an application,Create,"The verb 'Design' indicates generating a new product (research project) by combining learned concepts, fitting the 'Create' level.",6,Higher-Order Thinking,Other
Spatial Thinking and Practice,CO-1: Comprehend concept of spatio-temporal analysis,Understand,"The verb 'comprehend' implies understanding and grasping the meaning of a concept, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Design & Innovation
Spatial Thinking and Practice,CO-2: Describe various surveying methods,Understand,"The verb 'describe' requires the learner to explain and detail surveying methods, fitting the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Spatial Thinking and Practice,CO-3: Describe the significance of Global navigation systems,Understand,"The verb 'describe' indicates an explanation of the importance of global navigation systems, aligning with the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Spatial Thinking and Practice,CO-4: Implement a range of photogrammetric measurement techniques,Apply,"The verb 'implement' suggests using and applying photogrammetric techniques in practice, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Design & Innovation
Spatial Thinking and Practice,CO-5: Explain the basics of geodesy technology,Understand,"The verb 'explain' requires the learner to clarify and interpret the fundamental concepts of geodesy technology, fitting the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Spatial Thinking and Practice,CO-6: Criticize the relevance of surveying methods in geospatial context 3.,Evaluate,"The verb 'criticize' implies making judgments and assessing the relevance of surveying methods, aligning with the 'Evaluate' level.",5,Higher-Order Thinking,Design & Innovation
Spectroscopy,CO-1 Outline the basic principles of different spectroscopic techniques,Understand,"The verb 'Outline' implies explaining the main ideas of spectroscopic techniques, which falls under the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Spectroscopy,"CO-2 Analyze electronic, vibrational, and rotational spectra of molecules",Analyze,"The verb 'Analyze' directly corresponds to the 'Analyze' level, requiring the breakdown and examination of spectra.",4,Higher-Order Thinking,Other
Spectroscopy,CO-3 Apply classical and quantum mechanical models to spectroscopy,Apply,"The verb 'Apply' indicates using known models (classical and quantum mechanical) in a new context – spectroscopy, fitting the 'Apply' level.",3,Higher-Order Thinking,Other
Spectroscopy,CO-4 Calculate the normal modes of simple molecules 3.,Apply,"The verb 'Calculate' implies using a procedure or formula to determine normal modes, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Speech Analysis and Linguistics (SAL),CO-1: Explaining the basics of speech and linguistics.,Understand,"The verb 'explaining' indicates comprehension and the ability to convey concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Linguistics & NLP
Speech Analysis and Linguistics (SAL),CO-2: Analyzing the linguistics in the state-of-the-art speech applications.,Analyze,"The verb 'analyzing' directly corresponds to breaking down information and examining relationships, which is the core of the 'Analyze' level.",4,Higher-Order Thinking,Linguistics & NLP
Speech Analysis and Linguistics (SAL),CO-3: Applying computational linguistics foundations for speech analysis.,Apply,"The verb 'applying' signifies using learned knowledge in a practical context, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Linguistics & NLP
Speech Analysis and Linguistics (SAL),"CO-4: Analyzing the speech applications using phonemic, prosodic and text modelling.",Analyze,"The verb 'analyzing' indicates a breakdown of components and examination of relationships, fitting the 'Analyze' level.",4,Higher-Order Thinking,Linguistics & NLP
Speech Analysis and Linguistics (SAL),"CO-5: Explaining the basics of phonemic, prosodic and text analysis.",Understand,"The verb 'explaining' suggests comprehension and the ability to articulate concepts, aligning with the 'Understand' level.",2,Lower-Order Thinking,Linguistics & NLP
Speech Analysis and Linguistics (SAL),"CO-6: Designing the algorithms for phonemic, prosodic and text modelling.",Create,"The verb 'designing' implies generating something new and original, which is the highest level of Bloom's Taxonomy – 'Create'.",6,Higher-Order Thinking,Linguistics & NLP
Speech Signal Processing,CO-1: Explaining the speech production and modeling of it.,Understand,"The verb 'Explaining' indicates an understanding of concepts and the ability to convey that understanding, fitting the 'Understand' level.",2,Lower-Order Thinking,Electronics & Communication
Speech Signal Processing,CO-2: Analyzing the algorithms for speech events extraction.,Analyze,"The verb 'Analyzing' directly corresponds to breaking down information and examining relationships, which is the core of the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Speech Signal Processing,CO-3: Applying mathematical foundations of signal analysis for speech feature extraction.,Apply,The verb 'Applying' indicates using learned knowledge in a practical situation – using mathematical foundations for feature extraction.,3,Higher-Order Thinking,Electronics & Communication
Speech Signal Processing,CO-4: Analyzing the speech signals using excitation source and prosody.,Analyze,"The verb 'Analyzing' suggests breaking down speech signals into components and examining their characteristics, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Electronics & Communication
Speech Signal Processing,CO-5: Explaining the basics of speech applications.,Understand,"The verb 'Explaining' indicates comprehension and the ability to articulate concepts, fitting the 'Understand' level.",2,Lower-Order Thinking,Electronics & Communication
Speech Signal Processing,CO-6: Designing the algorithms for speech events detection and speech applications building.,Create,"The verb 'Designing' implies generating something new – algorithms – which is the highest level of Bloom's Taxonomy, 'Create'.",6,Higher-Order Thinking,Electronics & Communication
Statistical Methods in Artificial Intelligence,CO-1: Demonstrate capability to model and represent physical entities as vectors (feature vectors) and carry out numerical computation.,Apply,The verb 'demonstrate' and 'carry out' suggest applying knowledge to perform a task – modeling entities and performing computation.,3,Higher-Order Thinking,Other
Statistical Methods in Artificial Intelligence,"CO-2: Formulate and solve many practical problems as classification and regression. Also appreciate other problem settings like clustering, structured prediction.",Apply,"The verbs 'formulate' and 'solve' indicate applying knowledge to practical problems, while 'appreciate' is a lower-level cognitive skill but doesn't dominate.",3,Higher-Order Thinking,Other
Statistical Methods in Artificial Intelligence,CO-3: Explain the fundamental mathematical ideas behind the popular machine learning algorithms,Understand,The verb 'explain' directly relates to understanding and interpreting concepts.,2,Lower-Order Thinking,Other
Statistical Methods in Artificial Intelligence,CO-4: Discuss the practical (computational) challenges in design and implementation of machine learning algorithms including (i) dimensionality reduction (ii) computational complexity (iii) convergence of the algorithm (iv) offline and online computation,Understand,The verb 'discuss' implies understanding and being able to articulate challenges and concepts.,2,Lower-Order Thinking,Other
Statistical Methods in Artificial Intelligence,CO-5: Apply the learnings on practical problems and real-life data. Appreciate the challenges with the real-world data sets.,Apply,"The verb 'apply' directly indicates using learned knowledge in new situations, while 'appreciate' is a lower-level cognitive skill.",3,Higher-Order Thinking,Other
Statistical Methods in Artificial Intelligence,"CO-6: Discuss the nuances of conducting experiments, analyzing performances and expose the world of empirical science in computation.",Understand,The verb 'discuss' and 'expose' suggest understanding and being able to articulate complex concepts and processes.,2,Lower-Order Thinking,Other
Structural Dynamics,CO-1. Develop knowledge and skills to mathematically express dynamics of structural systems,Understand,The verb 'develop' in this context implies going beyond simple recall and suggests explaining or interpreting the mathematical expression of dynamics.,2,Lower-Order Thinking,Civil Engineering
Structural Dynamics,CO-2. Employ the computer application skills in developing structural dynamics tools for predicting structural response to dynamic loading like earthquakes,Apply,The verb 'Employ' and 'developing' suggest using skills and knowledge in a practical context – building tools to predict responses.,3,Higher-Order Thinking,Civil Engineering
Structural Dynamics,CO-3. Demonstrate problem solving skills for various scenarios of structural dynamics and work towards a research-based approach to the course,Apply,The verb 'Demonstrate' and 'problem solving' indicate the application of learned skills to solve problems in different scenarios.,3,Higher-Order Thinking,Civil Engineering
Structural Dynamics,CO-4: Develop critical thinking to help improve dynamic responses of structures,Create,"The verb 'Develop' suggests generating new ideas or approaches to improve responses, which aligns with the 'Create' level.",6,Higher-Order Thinking,Civil Engineering
Structural Dynamics,CO-5. Analyze ethical and effective structural design practices in line with good dynamic response of structures under earthquake loading,Analyze,The verb 'Analyze' directly indicates breaking down and examining practices to understand their relationship to dynamic response.,4,Higher-Order Thinking,Civil Engineering
Structural Dynamics,"CO-6. Reorganize inter-personal skills required to manage possible inter-disciplinary, inter- departmental collaborations in structural engineering and thus in structural dynamics",Understand,The verb 'Reorganize' suggests understanding and potentially classifying the skills needed for collaboration.,2,Lower-Order Thinking,Civil Engineering
Structural Engineering Design Studio,"CO-1 Use the understanding of the structural analysis concepts of structural components, for structural system design.",Apply,The verb 'Use' indicates applying learned concepts (structural analysis) to a new situation (structural system design).,3,Higher-Order Thinking,Design & Innovation
Structural Engineering Design Studio,"CO-2 Write computer programs, to develop structural analysis software.",Create,The verb 'Write' implies generating something new (computer programs) which falls into the Create level.,6,Higher-Order Thinking,Design & Innovation
Structural Engineering Design Studio,CO-3 Analyse the structure using commercially available software,Analyze,"The verb 'Analyse' directly corresponds to the Analyze level, involving breaking down and examining the structure.",4,Higher-Order Thinking,Design & Innovation
Structural Engineering Design Studio,CO-4 Design the components and systems using commercially available software,Create,"The verb 'Design' implies creating new components and systems, aligning with the Create level.",6,Higher-Order Thinking,Design & Innovation
Structural Engineering Design Studio,CO-5 Appreciate the challenges in construction industry and get equipped to address some of the challenges 3.,Understand,"The verb 'Appreciate' suggests understanding and recognizing the challenges, fitting the Understand level.",2,Lower-Order Thinking,Design & Innovation
Structural Safety of Built Infrastructure,CO1: Evaluate the significance of structural assessment in preventing collapses and analyze structural safety through real-world examples and visual inspection techniques.,Evaluate,"The verb 'Evaluate' directly implies making judgments about the significance of structural assessment, which aligns with the Evaluate level of Bloom's Taxonomy.",5,Higher-Order Thinking,Civil Engineering
Structural Safety of Built Infrastructure,CO2: Utilize both traditional methods like thrust line analysis for stability and advanced numerical methods for static and dynamic analysis of structures.,Apply,"The verb 'Utilize' indicates the application of learned methods (thrust line analysis and numerical methods) to analyze structures, fitting the Apply level.",3,Higher-Order Thinking,Civil Engineering
Structural Safety of Built Infrastructure,"CO3: Develop proficiency in using computational methods, material models, and modelling techniques to assess structural components and systems accurately.",Apply,"The verb 'Develop' in this context implies using and becoming skilled in computational methods, aligning with the application of knowledge at the Apply level.",3,Higher-Order Thinking,Civil Engineering
Structural Safety of Built Infrastructure,CO4: Apply various non-destructive testing methods to evaluate the integrity and safety of structures through practical applications and case studies.,Apply,"The verb 'Apply' directly indicates the use of non-destructive testing methods in practical situations, which is characteristic of the Apply level.",3,Higher-Order Thinking,Civil Engineering
Structural Safety of Built Infrastructure,CO5: Evaluate the safety of existing structures based on reliability-based methods.,Evaluate,"The verb 'Evaluate' signifies making judgments about the safety of structures, which is a core component of the Evaluate level in Bloom's Taxonomy.",5,Higher-Order Thinking,Civil Engineering
Systems Biology,CO-1: Identify regulatory motifs of biological networks,Understand,"The verb 'Identify' suggests recognizing and explaining the components of biological networks, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Biology & Life Sciences
Systems Biology,CO-2: Infer the design principles of biological systems,Analyze,"The verb 'Infer' requires drawing conclusions and understanding relationships within biological systems, which falls under the 'Analyze' level.",4,Higher-Order Thinking,Biology & Life Sciences
Systems Biology,CO-3: Analyze biological systems by mathematical modelling 3.,Analyze,"The verb 'Analyze' directly indicates breaking down biological systems and examining their components through mathematical modelling, fitting the 'Analyze' level.",4,Higher-Order Thinking,Biology & Life Sciences
Systems Thinking,CO-1: Apply knowledge of 1st principles from physics to develop system model,Apply,The verb 'Apply' directly indicates using knowledge in a new situation – developing a system model. This requires going beyond simply understanding the principles.,3,Higher-Order Thinking,Design & Innovation
Systems Thinking,CO-2: Develop state-space formulation for systems and analyze the behavior of 1st and 2ndorder systems via time-domain specification for transients and steady-state,Analyze,"The verb 'analyze' explicitly calls for breaking down system behavior and understanding its components, fitting the Analyze level.",4,Higher-Order Thinking,Design & Innovation
Systems Thinking,"CO-3: Design and develop proportional, derivative and integral controllers",Create,"The verbs 'Design' and 'develop' indicate the creation of something new – controllers – by combining different elements, aligning with the Create level.",6,Higher-Order Thinking,Design & Innovation
Systems Thinking,CO-4: Demonstrate a familiarity with organization of biological system and their parts,Understand,"The verb 'Demonstrate a familiarity' suggests explaining or showing understanding of the organization of biological systems, fitting the Understand level.",2,Lower-Order Thinking,Design & Innovation
Systems Thinking,CO-5: Apply principles of control to biological systems,Apply,"The verb 'Apply' indicates using established principles in a new context – biological systems, which is characteristic of the Apply level.",3,Higher-Order Thinking,Design & Innovation
Systems Thinking,CO-6: Analyze emergent properties of biological systems by mathematical modeling,Analyze,"The verb 'Analyze' directly indicates breaking down complex properties into their components and understanding their relationships, fitting the Analyze level.",4,Higher-Order Thinking,Design & Innovation
Theory of Elasticity,"CO 1: Explain the basics concepts of stress, strain, tensor, vector, traction, and important properties of solids.",Understand,"The verb 'Explain' indicates a need to demonstrate comprehension of concepts, which falls under the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Theory of Elasticity,CO 2: Discuss the fundamental theories of elasticity.,Understand,"The verb 'Discuss' implies interpreting and elaborating on theories, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Theory of Elasticity,CO3: Idealize the physical systems through mathematical equations.,Apply,"The verb 'Idealize' suggests using knowledge (mathematical equations) to represent real-world systems, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Theory of Elasticity,CO4: Represent the state of stress and strain in a body (2D and 3D) with respect to different planes or orientations.,Apply,"The verb 'Represent' indicates the application of knowledge to depict stress and strain states, fitting the 'Apply' level.",3,Higher-Order Thinking,Other
Theory of Elasticity,"CO5: Analyze the boundary value problems using equilibrium, compatibility, andconstitutive relations.",Analyze,"The verb 'Analyze' directly indicates breaking down boundary value problems and examining their components, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Other
Theory of Elasticity,"CO 6: Derive the governing equations and their solutions for application to problems in plane stress and plane strain state, torsion and bending. 3.",Create,"The verb 'Derive' implies generating new equations and solutions, which is a core component of the 'Create' level.",6,Higher-Order Thinking,Other
Thinking and Knowing in the Human Sciences – II,CO-1: Students will understand how a historical and sociological perspective helps to understand society. They will be learn to see the human world appears through the lens of these two disciplines and their insights.,Understand,"The verb 'understand' directly indicates comprehension and grasping the meaning of concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Design & Innovation
Thinking and Knowing in the Human Sciences – II,"CO-2: Students will understand the methods, assumptions, principles, and the foundational ideas of the various schools of history.",Understand,"The verb 'understand' indicates comprehension of historical methods and principles, fitting the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Thinking and Knowing in the Human Sciences – II,CO-3: Students will understand key concepts and theoretical and methodological tools in sociology.,Understand,"The verb 'understand' signifies grasping the meaning of sociological concepts and tools, aligning with the 'Understand' level.",2,Lower-Order Thinking,Design & Innovation
Thinking and Knowing in the Human Sciences – II,CO-4: Students will see the potential as well as the limitations of historical and sociological approaches to social analysis.,Understand,"The verb 'see' in this context implies comprehension and recognition of the strengths and weaknesses of different approaches, aligning with 'Understand'.",2,Lower-Order Thinking,Design & Innovation
Thinking and Knowing in the Human Sciences – II,CO-5: Students will use sociological and historiographical theories and frameworks. They will gain some experience in engaging with academic texts as well as primary sources in a theoretically informed manner. 3.,Apply,"The verb 'use' indicates the application of theories and frameworks in a practical context, fitting the 'Apply' level.",3,Higher-Order Thinking,Design & Innovation
Topics in Applied Optimization,CO-1. Learn additional theory needed from calculus and linear algebra for optimization.,Understand,"The verb 'Learn' in this context implies grasping and comprehending theoretical concepts from calculus and linear algebra, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Applied Optimization,CO-2. Learn to model various applications from data science as an optimization problem.,Apply,"The verb 'model' suggests using learned knowledge to represent data science applications as optimization problems, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Topics in Applied Optimization,CO-3. Learn to prove convergence estimates and complexity of the algorithms.,Evaluate,"The verb 'prove' requires making judgments about the validity of convergence estimates and complexity, which falls under the 'Evaluate' level.",5,Higher-Order Thinking,Other
Topics in Applied Optimization,CO-4. Learn to code optimization solvers efficiently using Python.,Apply,"The verb 'code' indicates using Python to implement optimization solvers, which is a practical application of knowledge, aligning with the 'Apply' level.",3,Higher-Order Thinking,Other
Topics in Applied Optimization,CO-5. Demonstrate expertise in applying optimization methods in research problems. 3.,Apply,"The verb 'Demonstrate' and 'applying' suggest using optimization methods in practical research contexts, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Topics in Nanosciences,CO-1. Define terminology used in the fields of nanoscience and nanotechnology.,Remember,"The verb 'Define' implies recalling and recognizing definitions, which falls under the 'Remember' level of Bloom's Taxonomy.",1,Lower-Order Thinking,Other
Topics in Nanosciences,CO-2. Explain the nanoscale confinement effects on various material properties.,Understand,"The verb 'Explain' requires interpreting and understanding the relationship between nanoscale confinement and material properties, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Nanosciences,CO-3. Discuss various methods of synthesis of nanoparticles.,Understand,"The verb 'Discuss' implies explaining different methods, which requires comprehension and interpretation, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Nanosciences,CO-4. Identify the factors that need control for the preparation of stable and controlled sized and shaped nanoparticles.,Understand,"The verb 'Identify' requires recognizing and understanding the relevant factors, which falls under the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Nanosciences,CO-5. Explain the determination of the particle size and shape.,Understand,"The verb 'Explain' requires interpreting and understanding the process of determining particle size and shape, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Nanosciences,CO-6. Identify and formulate appropriate methods and experimental techniques that can be used to study various nanoscale materials and phenomena.,Apply,"The verbs 'Identify' and 'Formulate' suggest using knowledge to select and create methods, indicating application of concepts.",3,Higher-Order Thinking,Other
Topics in Nanosciences,CO-7. Analyze the size- and shape-dependent physical/chemical properties of nanoparticles.,Analyze,"The verb 'Analyze' directly implies breaking down information and finding relationships between size, shape, and properties, fitting the 'Analyze' level.",4,Higher-Order Thinking,Other
Topics in Nanosciences,CO-8. Identify various applications of nanoparticles and their future potential.,Understand,"The verb 'Identify' requires recognizing and understanding the applications and potential, which falls under the 'Understand' level.",2,Lower-Order Thinking,Other
Topics in Nanosciences,CO-9. Describe the advantages and limitations of nanostructured materials. 3.,Understand,"The verb 'Describe' requires explaining the advantages and limitations, which falls under the 'Understand' level.",2,Lower-Order Thinking,Other
User Research Methods,"CO-1: Apply basic qualitative and quantitative research methods, like3-dimensional framework using attitudinal and behavioral, quantitative and qualitative, and context of use; conduct field study, stakeholder interviews, log analysis etc.",Apply,"The verb 'Apply' indicates using learned methods in a practical situation, which aligns with the 'Apply' level of Bloom's Taxonomy.",3,Higher-Order Thinking,Other
